SA4 Name 2016,Population,National Remoteness Areas,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Rate,Fatality_Rate
Geelong,317857,Major Cities of Australia,8,2016,2016-8,3,3,0.943820649,0.943820649
Geelong,317857,Major Cities of Australia,8,2020,2020-8,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,10,2016,2016-10,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,10,2019,2019-10,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,10,2020,2020-10,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,11,2015,2015-11,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,11,2016,2016-11,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,11,2017,2017-11,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,12,2016,2016-12,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,12,2017,2017-12,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,12,2018,2018-12,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,12,2019,2019-12,1,1,0.314606883,0.314606883
Geelong,317857,Major Cities of Australia,12,2020,2020-12,1,1,0.314606883,0.314606883
Gold Coast,650996,Inner Regional Australia,3,2018,2018-3,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,3,2021,2021-3,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,4,2018,2018-4,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,5,2019,2019-5,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,7,2020,2020-7,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,8,2019,2019-8,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,8,2021,2021-8,1,1,0.153610775,0.153610775
Gold Coast,650996,Inner Regional Australia,11,2018,2018-11,2,2,0.30722155,0.30722155
Gold Coast,650996,Inner Regional Australia,11,2020,2020-11,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,1,2019,2019-1,1,2,0.153610775,0.30722155
Gold Coast,650996,Major Cities of Australia,2,2018,2018-2,3,3,0.460832325,0.460832325
Gold Coast,650996,Major Cities of Australia,2,2019,2019-2,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,2,2021,2021-2,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,3,2018,2018-3,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,3,2020,2020-3,4,4,0.614443099,0.614443099
Gold Coast,650996,Major Cities of Australia,4,2018,2018-4,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,4,2019,2019-4,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,4,2020,2020-4,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,4,2021,2021-4,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,5,2018,2018-5,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,5,2019,2019-5,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,5,2021,2021-5,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,6,2018,2018-6,3,3,0.460832325,0.460832325
Gold Coast,650996,Major Cities of Australia,6,2019,2019-6,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,6,2020,2020-6,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,6,2021,2021-6,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,7,2020,2020-7,1,4,0.153610775,0.614443099
Gold Coast,650996,Major Cities of Australia,8,2018,2018-8,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,8,2019,2019-8,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,8,2020,2020-8,1,3,0.153610775,0.460832325
Gold Coast,650996,Major Cities of Australia,8,2021,2021-8,3,3,0.460832325,0.460832325
Gold Coast,650996,Major Cities of Australia,10,2019,2019-10,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,10,2020,2020-10,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,11,2018,2018-11,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,11,2019,2019-11,1,1,0.153610775,0.153610775
Gold Coast,650996,Major Cities of Australia,11,2020,2020-11,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,12,2018,2018-12,2,2,0.30722155,0.30722155
Gold Coast,650996,Major Cities of Australia,12,2020,2020-12,3,3,0.460832325,0.460832325
Hobart,238834,Inner Regional Australia,1,2016,2016-1,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,1,2017,2017-1,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,1,2018,2018-1,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,1,2019,2019-1,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,1,2020,2020-1,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,2,2018,2018-2,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,3,2016,2016-3,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,3,2019,2019-3,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,3,2020,2020-3,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,4,2016,2016-4,3,3,1.256102565,1.256102565
Hobart,238834,Inner Regional Australia,4,2017,2017-4,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,4,2018,2018-4,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,4,2019,2019-4,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,5,2015,2015-5,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,5,2017,2017-5,2,3,0.83740171,1.256102565
Hobart,238834,Inner Regional Australia,5,2020,2020-5,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,6,2015,2015-6,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,6,2017,2017-6,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,6,2021,2021-6,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,7,2015,2015-7,3,3,1.256102565,1.256102565
Hobart,238834,Inner Regional Australia,7,2016,2016-7,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,7,2017,2017-7,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,7,2018,2018-7,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,7,2020,2020-7,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,7,2021,2021-7,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,8,2015,2015-8,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,8,2020,2020-8,1,2,0.418700855,0.83740171
Hobart,238834,Inner Regional Australia,9,2015,2015-9,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,9,2016,2016-9,1,2,0.418700855,0.83740171
Hobart,238834,Inner Regional Australia,9,2018,2018-9,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,9,2019,2019-9,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,10,2015,2015-10,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,10,2016,2016-10,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,10,2017,2017-10,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,10,2020,2020-10,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,11,2016,2016-11,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,11,2018,2018-11,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,11,2020,2020-11,2,2,0.83740171,0.83740171
Hobart,238834,Inner Regional Australia,12,2015,2015-12,1,1,0.418700855,0.418700855
Hobart,238834,Inner Regional Australia,12,2017,2017-12,3,3,1.256102565,1.256102565
Hobart,238834,Inner Regional Australia,12,2020,2020-12,1,1,0.418700855,0.418700855
Hobart,238834,Outer Regional Australia,10,2020,2020-10,1,1,0.418700855,0.418700855
Hume,180610,Inner Regional Australia,1,2015,2015-1,2,5,1.107358397,2.768395991
Hume,180610,Inner Regional Australia,1,2016,2016-1,4,4,2.214716793,2.214716793
Hume,180610,Inner Regional Australia,1,2017,2017-1,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,1,2018,2018-1,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,1,2019,2019-1,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,1,2020,2020-1,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,2,2015,2015-2,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,2,2016,2016-2,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,2,2017,2017-2,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,3,2015,2015-3,2,3,1.107358397,1.661037595
Hume,180610,Inner Regional Australia,3,2016,2016-3,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,3,2017,2017-3,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,3,2018,2018-3,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,3,2021,2021-3,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,4,2015,2015-4,1,2,0.553679198,1.107358397
Hume,180610,Inner Regional Australia,4,2016,2016-4,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,4,2017,2017-4,4,4,2.214716793,2.214716793
Hume,180610,Inner Regional Australia,4,2018,2018-4,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,4,2019,2019-4,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,4,2020,2020-4,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,4,2021,2021-4,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,5,2015,2015-5,5,5,2.768395991,2.768395991
Hume,180610,Inner Regional Australia,5,2016,2016-5,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,5,2017,2017-5,1,2,0.553679198,1.107358397
Hume,180610,Inner Regional Australia,5,2021,2021-5,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,6,2016,2016-6,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,6,2017,2017-6,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,6,2019,2019-6,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,6,2020,2020-6,1,2,0.553679198,1.107358397
Hume,180610,Inner Regional Australia,6,2021,2021-6,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,7,2015,2015-7,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,7,2016,2016-7,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,7,2018,2018-7,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,7,2020,2020-7,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,7,2021,2021-7,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,8,2015,2015-8,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,8,2016,2016-8,1,2,0.553679198,1.107358397
Hume,180610,Inner Regional Australia,8,2017,2017-8,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,8,2019,2019-8,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,8,2020,2020-8,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,9,2015,2015-9,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,9,2016,2016-9,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,9,2017,2017-9,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,9,2018,2018-9,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,9,2019,2019-9,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,10,2015,2015-10,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,10,2016,2016-10,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,10,2017,2017-10,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,10,2018,2018-10,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,10,2019,2019-10,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,10,2020,2020-10,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,11,2015,2015-11,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,11,2017,2017-11,3,3,1.661037595,1.661037595
Hume,180610,Inner Regional Australia,11,2018,2018-11,1,2,0.553679198,1.107358397
Hume,180610,Inner Regional Australia,11,2020,2020-11,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,12,2015,2015-12,1,1,0.553679198,0.553679198
Hume,180610,Inner Regional Australia,12,2016,2016-12,2,2,1.107358397,1.107358397
Hume,180610,Inner Regional Australia,12,2017,2017-12,2,3,1.107358397,1.661037595
Hume,180610,Outer Regional Australia,1,2015,2015-1,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,1,2018,2018-1,2,2,1.107358397,1.107358397
Hume,180610,Outer Regional Australia,1,2019,2019-1,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,2,2016,2016-2,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,2,2019,2019-2,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,2,2020,2020-2,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,3,2017,2017-3,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,3,2018,2018-3,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,4,2017,2017-4,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,5,2015,2015-5,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,5,2018,2018-5,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,5,2019,2019-5,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,6,2016,2016-6,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,6,2020,2020-6,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,7,2017,2017-7,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,8,2016,2016-8,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,8,2018,2018-8,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,9,2018,2018-9,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,11,2017,2017-11,2,2,1.107358397,1.107358397
Hume,180610,Outer Regional Australia,11,2019,2019-11,1,1,0.553679198,0.553679198
Hume,180610,Outer Regional Australia,12,2016,2016-12,2,4,1.107358397,2.214716793
Hunter Valley exc Newcastle,285141,Inner Regional Australia,1,2015,2015-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,1,2017,2017-1,4,5,1.402814748,1.753518435
Hunter Valley exc Newcastle,285141,Inner Regional Australia,1,2019,2019-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,1,2020,2020-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,1,2021,2021-1,2,4,0.701407374,1.402814748
Hunter Valley exc Newcastle,285141,Inner Regional Australia,2,2017,2017-2,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,2,2018,2018-2,3,3,1.052111061,1.052111061
Hunter Valley exc Newcastle,285141,Inner Regional Australia,2,2019,2019-2,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,2,2020,2020-2,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2015,2015-3,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2016,2016-3,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2017,2017-3,3,3,1.052111061,1.052111061
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2018,2018-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2019,2019-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2020,2020-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,3,2021,2021-3,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,4,2015,2015-4,1,2,0.350703687,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,4,2016,2016-4,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,4,2017,2017-4,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,4,2018,2018-4,1,2,0.350703687,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,4,2019,2019-4,1,2,0.350703687,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,5,2015,2015-5,2,4,0.701407374,1.402814748
Hunter Valley exc Newcastle,285141,Inner Regional Australia,5,2016,2016-5,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,5,2018,2018-5,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,5,2021,2021-5,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2015,2015-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2016,2016-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2017,2017-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2019,2019-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2020,2020-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,6,2021,2021-6,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2015,2015-7,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2016,2016-7,4,4,1.402814748,1.402814748
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2017,2017-7,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2018,2018-7,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2019,2019-7,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,7,2020,2020-7,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,8,2016,2016-8,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,8,2017,2017-8,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,8,2018,2018-8,3,4,1.052111061,1.402814748
Hunter Valley exc Newcastle,285141,Inner Regional Australia,8,2020,2020-8,2,3,0.701407374,1.052111061
Hunter Valley exc Newcastle,285141,Inner Regional Australia,9,2016,2016-9,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,9,2017,2017-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,9,2018,2018-9,3,4,1.052111061,1.402814748
Hunter Valley exc Newcastle,285141,Inner Regional Australia,9,2019,2019-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,9,2020,2020-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,10,2015,2015-10,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,10,2016,2016-10,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,10,2017,2017-10,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,11,2015,2015-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,11,2016,2016-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,11,2017,2017-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,11,2019,2019-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,11,2020,2020-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,12,2015,2015-12,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Inner Regional Australia,12,2016,2016-12,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,12,2017,2017-12,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,12,2019,2019-12,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Inner Regional Australia,12,2020,2020-12,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Major Cities of Australia,1,2015,2015-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,1,2019,2019-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,2,2020,2020-2,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,3,2015,2015-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,3,2016,2016-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,3,2020,2020-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,3,2021,2021-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,4,2020,2020-4,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Major Cities of Australia,5,2015,2015-5,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,5,2016,2016-5,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,5,2019,2019-5,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,7,2015,2015-7,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,7,2016,2016-7,2,3,0.701407374,1.052111061
Hunter Valley exc Newcastle,285141,Major Cities of Australia,7,2021,2021-7,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,8,2018,2018-8,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,8,2019,2019-8,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,8,2021,2021-8,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,9,2016,2016-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,9,2019,2019-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,11,2017,2017-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,11,2018,2018-11,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Major Cities of Australia,11,2019,2019-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,12,2015,2015-12,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,12,2016,2016-12,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Major Cities of Australia,12,2019,2019-12,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,1,2017,2017-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,1,2021,2021-1,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,2,2018,2018-2,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Outer Regional Australia,2,2021,2021-2,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,3,2016,2016-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,3,2019,2019-3,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,4,2017,2017-4,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,5,2017,2017-5,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Outer Regional Australia,7,2021,2021-7,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,8,2015,2015-8,2,2,0.701407374,0.701407374
Hunter Valley exc Newcastle,285141,Outer Regional Australia,8,2017,2017-8,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,8,2019,2019-8,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,9,2017,2017-9,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,11,2017,2017-11,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,12,2016,2016-12,1,1,0.350703687,0.350703687
Hunter Valley exc Newcastle,285141,Outer Regional Australia,12,2018,2018-12,2,2,0.701407374,0.701407374
Illawarra,317988,Inner Regional Australia,1,2015,2015-1,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,1,2019,2019-1,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,2,2016,2016-2,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,2,2019,2019-2,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,4,2020,2020-4,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,5,2016,2016-5,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,5,2017,2017-5,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,5,2019,2019-5,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,6,2016,2016-6,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,7,2015,2015-7,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,8,2016,2016-8,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,9,2015,2015-9,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,9,2018,2018-9,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,10,2020,2020-10,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,11,2016,2016-11,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,11,2017,2017-11,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,11,2018,2018-11,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,12,2015,2015-12,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,12,2016,2016-12,1,1,0.314477276,0.314477276
Illawarra,317988,Inner Regional Australia,12,2019,2019-12,1,1,0.314477276,0.314477276
Illawarra,317988,Major Cities of Australia,1,2015,2015-1,1,1,0.314477276,0.314477276
